package_name,duration,city_list,price,persons
Agra Lucknow & Varanasi Tour - Boat Ride on River Ganges,4 Nights / 5 Days,Delhi(0N) →  Agra(1N) →  Lucknow(1N) →  Varanasi(2N),"₹ 17,650*
                
                per adult",per adult on twin sharing
"UP Pilgrimage Group Tour Package: Varanasi, Chitrakoot, Ayodhya & More",10 Nights / 11 Days,Allahabad(1N) →  Chitrakoot(2N) →  Varanasi(2N) →  Ayodhya(1N) →  Haridwar(2N) →  Mathura(2N) →  Vrindavan(0N),"₹ 40,880*
                
                per adult",per adult on twin sharing
Colours of Rajasthan Tour Package with Uttar Pradesh,13 Nights / 14 Days,Delhi(2N) →  Jaisalmer(2N) →  Jodhpur(1N) →  Udaipur(2N) →  Jaipur(2N) →  Agra(1N) →  Khajuraho(1N) →  Varanasi(2N),"₹ 46,499*
                
                per adult",per adult on twin sharing
Striking North India Tour in 20 Days,18 Nights / 19 Days,Delhi(2N) →  Rohtak(1N) →  Alsisar(1N) →  Jhalamand(1N) →  Khejarla(1N) →  Udaipur(2N) →  Bundi(2N) →  Ranthambore(2N) →  Orchha(1N) → Khajuraho(1N) →  Allahabad(1N) →  Varanasi(1N) →  Lucknow(1N),"₹ 99,000*
                
                per adult",per adult on twin sharing
"Marvellous Delhi, Haridwar & Varanasi",5 Nights / 6 Days,Delhi(1N) →  Haridwar(1N) →  Varanasi(2N) →  Bodh Gaya(1N),"₹ 21,950*
                
                per adult",per adult on twin sharing
Spiritual and Wellness Tour Package to India and Sri Lanka,10 Nights / 11 Days,Rishikesh(3N) →  Varanasi(2N) →  Anuradhapura(2N) →  Kandy(2N),"₹ 87,898*
                
                per adult",per adult on twin sharing
"Varanasi, Bodh Gaya & Allahabad Tour Package",5 Nights / 6 Days,Varanasi(2N) →  Gaya(1N) →  Varanasi(1N) →  Allahabad(1N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Holiday Tour Package of Varanasi & Bihar,6 Nights / 7 Days,Varanasi(1N) →  Bodh Gaya(2N) →   Rajgir(1N) →  Nalanda(1N) →  Patna(1N),"₹ 19,450*
                
                per adult",per adult on twin sharing
5 Nights Buddha Trail - Gaya & Rajgir,5 Nights / 6 Days,Varanasi(1N) →  Gaya(2N) →  Rajgir(1N) →  Nalanda(1N),"₹ 15,450*
                
                per adult",per adult on twin sharing
Pushkar Fair Package with Mathura & Amritsar - November Edition,13 Nights / 14 Days,Delhi(2N) → Jaipur(2N) → Pushkar(2N) → Agra(3N) → Khajuraho(1N) → Varanasi(1N) → Delhi(1N) → Amritsar(1N),"₹ 47,168*
                
                per adult",per adult on twin sharing
Spiritual Splendors of Uttar Pradesh - 6 Nights,6 Nights / 7 Days,Varanasi(2N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(1N) →  Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
"Spiritual Journey: Varanasi, Prayagraj, and Ayodhya",5 Nights / 6 Days,Varanasi(3N) →  Prayagraj(1N) →   Ayodhya(1N),"₹ 17,950*
                
                per adult",per adult on twin sharing
Varanasi and Ayodhya Tour Package,3 Nights / 4 Days,Varanasi(2N) →  Ayodhya(1N),"₹ 13,500*
                
                per adult",per adult on twin sharing
Religious Tour Package for Varanasi and Ayodhya,4 Nights / 5 Days,Varanasi(2N) →  Ayodhya(2N),"₹ 19,500*
                
                per adult",per adult on twin sharing
"Spiritual Journey Through Uttar Pradesh: Ayodhya, Prayagraj, and Varanasi",6 Nights / 7 Days,Ayodhya(2N) →  Prayagraj(2N) →  Varanasi(2N),"₹ 24,500*
                
                per adult",per adult on twin sharing
"Trip to Ayodhya, Prayagraj and Varanasi - 5 Nights 6 Days",5 Nights / 6 Days,Varanasi(2N) →  Prayagraj(1N) →  Ayodhya(1N) → Varanasi(1N),"₹ 22,500*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Pilgrimage Odyssey: Varanasi, Prayagraj, Chitrakoot, and Ayodhya Exploration",6 Nights / 7 Days,Varanasi(2N) →  Prayagraj(1N) →  Chitrakoot (1N) →  Ayodhya(1N) → Varanasi(1N),"₹ 25,500*
                
                per adult",per adult on twin sharing
"Ayodhya Tour Package with Varanasi, Prayagraj and Lucknow",5 Nights / 6 Days,Varanasi(2N) →  Prayagraj(1N) →  Ayodhya(1N) → Lucknow(1N),"₹ 21,500*
                
                per adult",per adult on twin sharing
Spiritual Journey Tour Package of India and Nepal,10 Nights / 11 Days,Delhi(2N) →  Varanasi(2N) → Kathmandu(2N) →  Pokhara (1N) →  Chitwan(1N) →  Lumbini (1N) →  Delhi(1N),"₹ 79,000*
                
                per adult",per adult on twin sharing
Wildlife and Adventure Tour Package of  India and Nepal,10 Nights / 11 Days,Delhi(1N) →  Jaipur(1N) →  Ranthambore(1N) →  Agra(1N) →  Varanasi(1N) →  Kathmandu(1N) →  Pokhara(2N) →  Chitwan(1N) →  Kathmandu(1N),"₹ 123,000*
                
                per adult",per adult on twin sharing
"04 Nights Ayodhya, Varanasi & Gaya Tour Package",4 Nights / 5 Days,Lucknow(0N) →  Ayodhya(1N) →  Varanasi(1N) →  Bodh Gaya(1N) →  Varanasi(1N),"₹ 16,950*
                
                per adult",per adult on twin sharing
Panorama of North including Nepal Tour,6 Nights / 7 Days,Varanasi(1N) →  Bodh Gaya(1N) →  Patna(1N) →  Kushinagar(1N) →  Lumbini(1N) →  Lucknow(1N),"₹ 38,000*
                
                per adult",per adult on twin sharing
"Enthralling Varanasi, Bodh Gaya & Patna",3 Nights / 4 Days,Varanasi(1N) → Bodh Gaya(1N) → Patna(1N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Serinity of Varanasi & Bodh Gaya,4 Nights / 5 Days,Varanasi(2N) →  Bodh Gaya(2N),"₹ 10,450*
                
                per adult",per adult on twin sharing
Uttar Pradesh Group Tour Package with Boat Ride in Ganges,10 Nights / 11 Days,Allahabad(1N) →  Chitrakoot(2N) →  Varanasi(2N) →  Ayodhya(1N) →  Haridwar(2N) →  Mathura(1N) →  Vrindavan(1N),"₹ 45,880*
                
                per adult",per adult on twin sharing
Varanasi Tour Package Including Naimisharanya Trip,5 Nights / 6 Days,Varanasi(1N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(2N),"₹ 19,000*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Trip- Varanasi, Allahabad, Agra & Lucknow",6 Nights / 7 Days,Delhi(0N) →  Agra(1N) →  Lucknow(1N) →  Ayodhya(1N) →  Allahabad(1N) →  Varanasi(2N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Temple Hopping Including Kashi Vishwanath Temple,5 Nights / 6 Days,Delhi(1N) →  Varanasi(2N) →  Allahabad(1N) →  Khajuraho(1N),"₹ 21,000*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Trip- Varanasi, Allahabad & Chitrakoot",5 Nights / 6 Days,Varanasi(2N) →  Allahabad(2N) →  Varanasi(1N),"₹ 19,000*
                
                per adult",per adult on twin sharing
Varanasi Package Covering Chirkoot,5 Nights / 6 Days,Varanasi (1n) →  Allahabad (2N) →  Chirkoot (1N) →  Varanasi(1N),"₹ 17,500*
                
                per adult",per adult on twin sharing
Complete Varanasi & Bodh Gaya Tour Package,4 Nights / 5 Days,Varanasi(1N) →   Bodh Gaya(1N) →  Varanasi(2N),"₹ 14,000*
                
                per adult",per adult on twin sharing
Buddha Trail 7N Tour Package,7 Nights / 8 Days,Gaya(2N) →  Patna(1N) →  Kushinagar(2N) →  Varanasi (2N),"₹ 21,000*
                
                per adult",per adult on twin sharing
Cultural Tour of Uttar Pradesh - Attend Evening Aarti,6 Nights / 7 Days,Varanasi(2N ) →   Allahabad(1N) →   Ayodhya(1N ) →  Lucknow(1N ) →   Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
Holy Trail Including Ayodhya & Varanasi,5 Nights / 6 Days,Varanasi(2N) →  Allahabad(1N) →  Ayodhya(1N) →  Varanasi(1N),"₹ 19,500*
                
                per adult",per adult on twin sharing
"Religious Uttar Pradesh Tour: Kashi, Chitrakoot, Lucknow & More",6 Nights / 7 Days,Varanasi(2N) →  Allahabad(2N) →  Lucknow(2N),"₹ 23,000*
                
                per adult",per adult on twin sharing
Golden Triangle with Khajuraho and Varanasi,8 Nights / 9 Days,Delhi(1N) →  Mandawa(1N) →  Jaipur(2N) →  Agra(1N) →  Varanasi(1N),"₹ 33,000*
                
                per adult",per adult on twin sharing
2 Nights 3 Days Lucknow and Ayodhya Tour Package,2 Nights / 3 Days,Lucknow(1N) →  Ayodhya(1N),"₹ 10,999*
                
                per adult",per adult on twin sharing
Agra Lucknow & Varanasi Tour - Boat Ride on River Ganges,4 Nights / 5 Days,Delhi(0N) →  Agra(1N) →  Lucknow(1N) →  Varanasi(2N),"₹ 17,650*
                
                per adult",per adult on twin sharing
"Religious Uttar Pradesh Tour: Kashi, Chitrakoot, Lucknow & More",6 Nights / 7 Days,Varanasi(2N) →  Allahabad(2N) →  Lucknow(2N),"₹ 23,000*
                
                per adult",per adult on twin sharing
Striking North India Tour in 20 Days,18 Nights / 19 Days,Delhi(2N) →  Rohtak(1N) →  Alsisar(1N) →  Jhalamand(1N) →  Khejarla(1N) →  Udaipur(2N) →  Bundi(2N) →  Ranthambore(2N) →  Orchha(1N) → Khajuraho(1N) →  Allahabad(1N) →  Varanasi(1N) →  Lucknow(1N),"₹ 99,000*
                
                per adult",per adult on twin sharing
Cultural Tour of Uttar Pradesh - Attend Evening Aarti,6 Nights / 7 Days,Varanasi(2N ) →   Allahabad(1N) →   Ayodhya(1N ) →  Lucknow(1N ) →   Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Trip- Varanasi, Allahabad, Agra & Lucknow",6 Nights / 7 Days,Delhi(0N) →  Agra(1N) →  Lucknow(1N) →  Ayodhya(1N) →  Allahabad(1N) →  Varanasi(2N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Varanasi Tour Package Including Naimisharanya Trip,5 Nights / 6 Days,Varanasi(1N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(2N),"₹ 19,000*
                
                per adult",per adult on twin sharing
Spiritual Splendors of Uttar Pradesh - 6 Nights,6 Nights / 7 Days,Varanasi(2N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(1N) →  Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
"Ayodhya Tour Package with Varanasi, Prayagraj and Lucknow",5 Nights / 6 Days,Varanasi(2N) →  Prayagraj(1N) →  Ayodhya(1N) → Lucknow(1N),"₹ 21,500*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Trip- Varanasi, Allahabad, Agra & Lucknow",6 Nights / 7 Days,Delhi(0N) →  Agra(1N) →  Lucknow(1N) →  Ayodhya(1N) →  Allahabad(1N) →  Varanasi(2N),"₹ 22,000*
                
                per adult",per adult on twin sharing
"Ayodhya Tour Package with Varanasi, Prayagraj and Lucknow",5 Nights / 6 Days,Varanasi(2N) →  Prayagraj(1N) →  Ayodhya(1N) → Lucknow(1N),"₹ 21,500*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Pilgrimage Odyssey: Varanasi, Prayagraj, Chitrakoot, and Ayodhya Exploration",6 Nights / 7 Days,Varanasi(2N) →  Prayagraj(1N) →  Chitrakoot (1N) →  Ayodhya(1N) → Varanasi(1N),"₹ 25,500*
                
                per adult",per adult on twin sharing
"Trip to Ayodhya, Prayagraj and Varanasi - 5 Nights 6 Days",5 Nights / 6 Days,Varanasi(2N) →  Prayagraj(1N) →  Ayodhya(1N) → Varanasi(1N),"₹ 22,500*
                
                per adult",per adult on twin sharing
"Spiritual Journey: Varanasi, Prayagraj, and Ayodhya",5 Nights / 6 Days,Varanasi(3N) →  Prayagraj(1N) →   Ayodhya(1N),"₹ 17,950*
                
                per adult",per adult on twin sharing
Spiritual Splendors of Uttar Pradesh - 6 Nights,6 Nights / 7 Days,Varanasi(2N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(1N) →  Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
"Varanasi, Bodh Gaya & Allahabad Tour Package",5 Nights / 6 Days,Varanasi(2N) →  Gaya(1N) →  Varanasi(1N) →  Allahabad(1N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Uttar Pradesh Group Tour Package with Boat Ride in Ganges,10 Nights / 11 Days,Allahabad(1N) →  Chitrakoot(2N) →  Varanasi(2N) →  Ayodhya(1N) →  Haridwar(2N) →  Mathura(1N) →  Vrindavan(1N),"₹ 45,880*
                
                per adult",per adult on twin sharing
Varanasi Tour Package Including Naimisharanya Trip,5 Nights / 6 Days,Varanasi(1N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(2N),"₹ 19,000*
                
                per adult",per adult on twin sharing
Striking North India Tour in 20 Days,18 Nights / 19 Days,Delhi(2N) →  Rohtak(1N) →  Alsisar(1N) →  Jhalamand(1N) →  Khejarla(1N) →  Udaipur(2N) →  Bundi(2N) →  Ranthambore(2N) →  Orchha(1N) → Khajuraho(1N) →  Allahabad(1N) →  Varanasi(1N) →  Lucknow(1N),"₹ 99,000*
                
                per adult",per adult on twin sharing
Temple Hopping Including Kashi Vishwanath Temple,5 Nights / 6 Days,Delhi(1N) →  Varanasi(2N) →  Allahabad(1N) →  Khajuraho(1N),"₹ 21,000*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Trip- Varanasi, Allahabad & Chitrakoot",5 Nights / 6 Days,Varanasi(2N) →  Allahabad(2N) →  Varanasi(1N),"₹ 19,000*
                
                per adult",per adult on twin sharing
Varanasi Package Covering Chirkoot,5 Nights / 6 Days,Varanasi (1n) →  Allahabad (2N) →  Chirkoot (1N) →  Varanasi(1N),"₹ 17,500*
                
                per adult",per adult on twin sharing
Cultural Tour of Uttar Pradesh - Attend Evening Aarti,6 Nights / 7 Days,Varanasi(2N ) →   Allahabad(1N) →   Ayodhya(1N ) →  Lucknow(1N ) →   Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
Holy Trail Including Ayodhya & Varanasi,5 Nights / 6 Days,Varanasi(2N) →  Allahabad(1N) →  Ayodhya(1N) →  Varanasi(1N),"₹ 19,500*
                
                per adult",per adult on twin sharing
"Religious Uttar Pradesh Tour: Kashi, Chitrakoot, Lucknow & More",6 Nights / 7 Days,Varanasi(2N) →  Allahabad(2N) →  Lucknow(2N),"₹ 23,000*
                
                per adult",per adult on twin sharing
"Pilgrimage Special Package: Varanasi, Bodh Gaya, Allahabad",4 Nights / 5 Days,Varanasi(1N) →  Gaya(1N) → Allahabad(1N) →  Varanasi(1N),"₹ 12,800*
                
                per adult",per adult on twin sharing
"UP Pilgrimage Group Tour Package: Varanasi, Chitrakoot, Ayodhya & More",10 Nights / 11 Days,Allahabad(1N) →  Chitrakoot(2N) →  Varanasi(2N) →  Ayodhya(1N) →  Haridwar(2N) →  Mathura(2N) →  Vrindavan(0N),"₹ 40,880*
                
                per adult",per adult on twin sharing
Pligrims Special Vrindavan Mathura Tour Package by Car,2 Nights / 3 Days,Delhi(0N) →  Mathura(2N) →  Vrindavan(0N),"₹ 10,999*
                
                per adult",per adult on twin sharing
Agra Mathura Vrindavan Tour Package - 3 Nights 4 Days,3 Nights / 4 Days,Delhi(0N) →  Mathura(2N) →  Vrindavan(0N) →  Agra(1N),"₹ 12,500*
                
                per adult",per adult on twin sharing
Delhi Agra Jaipur Tour Package 5 Days with Mathura,4 Nights / 5 Days,Delhi(1N) →  Mathura(0N) →  Agra(1N) →  Jaipur(2N),"₹ 18,100*
                
                per adult",per adult on twin sharing
Pilgrimage & Temple Tour of India,8 Nights / 9 Days,Mathura(2N) → Vrindavan(0N) →  Agra(1N) →  Delhi(2N) →  Haridwar(1N) →  Rishikesh(2N),"₹ 32,500*
                
                per adult",per adult on twin sharing
Vrindavan & Mathura Tour Package,3 Nights / 4 Days,Delhi(0N) →  Mathura(1N) →  Vrindavan(2N),"₹ 12,999*
                
                per adult",per adult on twin sharing
Delhi Agra Mathura Tour Package: India Golden Triangle Tour,6 Nights / 7 Days,Delhi(2N) →  Mathura(1N) →  Agra(1N) →  Jaipur(2N),"₹ 26,000*
                
                per adult",per adult on twin sharing
Spiritual Triangle of Uttar Pradesh - 3 Nights,3 Nights / 4 Days,Mathura(1N) →  Vrindavan(1N) →  Agra(1N),"₹ 12,500*
                
                per adult",per adult on twin sharing
"UP Pilgrimage Group Tour Package: Varanasi, Chitrakoot, Ayodhya & More",10 Nights / 11 Days,Allahabad(1N) →  Chitrakoot(2N) →  Varanasi(2N) →  Ayodhya(1N) →  Haridwar(2N) →  Mathura(2N) →  Vrindavan(0N),"₹ 40,880*
                
                per adult",per adult on twin sharing
Barsana Holi Tour With Rajasthan Trip,11 Nights / 12 Days,Delhi(1N) →  Mathura(2N) →  Jaipur(2N) →  Jodhpur(1N) →  Udaipur(2N) →  Pushkar(1N) →  Agra(2N),"₹ 43,192*
                
                per adult",per adult on twin sharing
Delhi Mathura Vrindavan Agra Tour Package 3 Days - Sri Krishna-Balaram Mandi,2 Nights / 3 Days,Mathura(2N) → Vrindavan (0N) →  Agra(0N),"₹ 9,500*
                
                per adult",per adult on twin sharing
Vrindavan and Mathura Tour Package: Sacred & Temple Tour of India,8 Nights / 9 Days,Mathura(1N) → Vrindavan(1N) →  Agra(1N) →  Delhi(2N) →  Haridwar(1N) →  Rishikesh(2N),"₹ 32,500*
                
                per adult",per adult on twin sharing
Uttar Pradesh Group Tour Package with Boat Ride in Ganges,10 Nights / 11 Days,Allahabad(1N) →  Chitrakoot(2N) →  Varanasi(2N) →  Ayodhya(1N) →  Haridwar(2N) →  Mathura(1N) →  Vrindavan(1N),"₹ 45,880*
                
                per adult",per adult on twin sharing
